,cust_number,buisness_year,doc_id,document_create_date.1,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
141,200744019,2020.0,1930748869.0,2020-04-05 00:00:00.000000000,97776.0,65,5,4,2020,20,4,2020,5,4,2020,21,2776,20-4-2020,2020-04-20 00:00:00.000000019,16-30days
142,200794332,2020.0,1930720706.0,2020-04-02 00:00:00.000000000,31599.18,65,2,4,2020,17,4,2020,2,4,2020,23,604,17-4-2020,2020-04-17 00:00:00.000000000,0-15days
143,200740393,2020.0,1930585380.0,2020-03-03 00:00:00.000000000,52645.42,65,3,3,2020,18,3,2020,3,3,2020,21,2906,18-3-2020,2020-03-18 00:00:00.000000007,0-15days
144,200769623,2020.0,1930671465.0,2020-03-20 00:00:00.000000000,21113.92,65,20,3,2020,4,4,2020,20,3,2020,34,2984,4-4-2020,2020-04-03 23:59:59.999999998,0-15days
145,200762301,2020.0,1930577119.0,2020-02-27 00:00:00.000000000,137768.6,65,27,2,2020,13,3,2020,27,2,2020,26,427,13-3-2020,2020-03-13 00:00:00.000000000,0-15days
146,200759878,2020.0,1930748365.0,2020-04-05 00:00:00.000000000,13548.66,65,5,4,2020,20,4,2020,5,4,2020,34,2363,20-4-2020,2020-04-19 23:59:59.999999996,0-15days
147,200759878,2020.0,1930825574.0,2020-04-27 00:00:00.000000000,35898.48,65,27,4,2020,12,5,2020,27,4,2020,34,2361,12-5-2020,2020-12-04 23:59:59.999999996,0-15days
148,200704858,2020.0,1930655118.0,2020-03-16 00:00:00.000000000,109248.63,65,16,3,2020,31,3,2020,16,3,2020,21,2953,31-3-2020,2020-03-31 00:00:00.000000001,0-15days
149,200762301,2020.0,1930654407.0,2020-03-16 00:00:00.000000000,7465.1,65,16,3,2020,31,3,2020,16,3,2020,26,430,31-3-2020,2020-03-31 00:00:00.000000003,0-15days
150,200803720,2020.0,1930872721.0,2020-05-07 00:00:00.000000000,4729.18,65,7,5,2020,11,5,2020,1,5,2020,36,698,11-5-2020,2020-11-04 23:59:59.999999991,0-15days
151,200078795,2020.0,1930861108.0,2020-05-05 00:00:00.000000000,1412.26,65,5,5,2020,20,5,2020,5,5,2020,21,1195,20-5-2020,2020-05-20 00:00:00.000000002,0-15days
152,200519201,2020.0,1930709582.0,2020-03-28 00:00:00.000000000,15477.22,65,28,3,2020,12,4,2020,28,3,2020,21,1571,12-4-2020,2020-12-04 00:00:00.000000002,0-15days
153,200744019,2020.0,1930753198.0,2020-04-07 00:00:00.000000000,19195.56,65,7,4,2020,22,4,2020,7,4,2020,21,2777,22-4-2020,2020-04-22 00:00:00.000000018,16-30days
154,200786288,2020.0,1930759958.0,2020-04-08 00:00:00.000000000,66230.48,65,8,4,2020,23,4,2020,8,4,2020,26,885,23-4-2020,2020-04-23 00:00:00.000000001,0-15days
155,200418007,2020.0,1930732102.0,2020-04-02 00:00:00.000000000,47393.05,65,2,4,2020,17,4,2020,2,4,2020,21,97,17-4-2020,2020-04-17 00:00:00.000000001,0-15days
156,200466603,2020.0,1930664246.0,2020-03-18 00:00:00.000000000,142732.08,65,18,3,2020,2,4,2020,18,3,2020,21,2524,2-4-2020,2020-02-04 00:00:00.000000000,0-15days
157,140106408,2020.0,2960622798.0,2020-03-23 00:00:00.000000000,5791.484999999999,65,23,3,2020,2,4,2020,23,3,2020,5,2966,2-4-2020,2020-02-04 00:00:00.000000008,0-15days
158,200762301,2020.0,1930721389.0,2020-04-01 00:00:00.000000000,7943.13,65,1,4,2020,5,6,2020,1,4,2020,33,431,5-6-2020,2020-05-05 23:59:59.999999992,0-15days
159,200761734,2020.0,1930632938.0,2020-03-10 00:00:00.000000000,91756.55,65,10,3,2020,25,3,2020,10,3,2020,21,1177,25-3-2020,2020-03-25 00:00:00.000000000,0-15days
160,200769623,2020.0,1930611981.0,2020-03-08 00:00:00.000000000,24282.42,65,8,3,2020,23,3,2020,8,3,2020,34,2981,23-3-2020,2020-03-22 23:59:59.999999998,0-15days
161,200769623,2020.0,1930793187.0,2020-04-18 00:00:00.000000000,10903.6,65,18,4,2020,3,5,2020,18,4,2020,34,2983,3-5-2020,2020-03-04 23:59:59.999999998,0-15days
162,200769623,2020.0,1930692727.0,2020-03-24 00:00:00.000000000,51516.27,65,24,3,2020,8,4,2020,24,3,2020,34,2986,8-4-2020,2020-08-03 23:59:59.999999998,0-15days
163,200744019,2020.0,1930813045.0,2020-04-21 00:00:00.000000000,5887.21,65,21,4,2020,6,5,2020,21,4,2020,21,2784,6-5-2020,2020-06-05 00:00:00.000000019,16-30days
164,200726979,2020.0,1930643416.0,2020-03-12 00:00:00.000000000,14149.02,65,12,3,2020,27,3,2020,12,3,2020,21,317,27-3-2020,2020-03-27 00:00:00.000000001,0-15days
165,200706844,2020.0,1930760026.0,2020-03-31 00:00:00.000000000,38905.5,65,31,3,2020,15,4,2020,31,3,2020,21,3040,15-4-2020,2020-04-15 00:00:00.000000004,0-15days
166,200418007,2020.0,1930650673.0,2020-03-14 00:00:00.000000000,1011.24,65,14,3,2020,18,5,2020,14,3,2020,33,99,18-5-2020,2020-05-17 23:59:59.999999990,0-15days
167,200799367,2020.0,1930720975.0,2020-03-31 00:00:00.000000000,124605.44,65,31,3,2020,15,4,2020,31,3,2020,21,1805,15-4-2020,2020-04-15 00:00:00.000000005,0-15days
168,200772595,2020.0,1930705040.0,2020-03-25 00:00:00.000000000,32039.34,65,25,3,2020,9,4,2020,25,3,2020,21,2374,9-4-2020,2020-09-04 00:00:00.000000001,0-15days
169,200759878,2020.0,1930700242.0,2020-03-27 00:00:00.000000000,50054.82,65,27,3,2020,11,4,2020,27,3,2020,34,2364,11-4-2020,2020-11-03 23:59:59.999999996,0-15days
170,2013,2020.0,1930570370.0,2020-02-28 00:00:00.000000000,37209.64,65,28,2,2020,28,2,2020,28,2,2020,64,1531,28-2-2020,2020-02-28 00:00:00.000000042,31-45days
171,200726979,2020.0,1930629390.0,2020-03-09 00:00:00.000000000,467.72,65,9,3,2020,24,3,2020,9,3,2020,21,315,24-3-2020,2020-03-24 00:00:00.000000002,0-15days
172,200526831,2020.0,1930666168.0,2020-03-19 00:00:00.000000000,134095.09,65,19,3,2020,3,4,2020,19,3,2020,21,2090,3-4-2020,2020-03-04 00:00:00.000000000,0-15days
173,200769623,2020.0,1930845835.0,2020-05-02 00:00:00.000000000,292.94,65,2,5,2020,17,5,2020,2,5,2020,34,2983,17-5-2020,2020-05-16 23:59:59.999999998,0-15days
174,100031704,2020.0,1930844129.0,2020-04-30 00:00:00.000000000,92271.69,65,30,4,2020,15,5,2020,30,4,2020,21,724,15-5-2020,2020-05-15 00:00:00.000000006,0-15days
175,200769623,2020.0,1930662779.0,2020-03-18 00:00:00.000000000,35023.47,65,18,3,2020,2,4,2020,18,3,2020,34,2982,2-4-2020,2020-02-03 23:59:59.999999998,0-15days
176,200020431,2020.0,1930599834.0,2020-03-04 00:00:00.000000000,4551.58,65,4,3,2020,24,3,2020,1,3,2020,38,702,24-3-2020,2020-03-23 23:59:59.999999993,0-15days
177,200726979,2020.0,1930730591.0,2020-04-01 00:00:00.000000000,261.84,65,1,4,2020,16,4,2020,1,4,2020,21,309,16-4-2020,2020-04-16 00:00:00.000000002,0-15days
178,200769623,2020.0,1930652678.0,2020-03-15 00:00:00.000000000,33837.66,65,15,3,2020,30,3,2020,15,3,2020,34,2981,30-3-2020,2020-03-29 23:59:59.999999998,0-15days
179,200729942,2020.0,1930798198.0,2020-04-17 00:00:00.000000000,11696.53,65,17,4,2020,2,5,2020,17,4,2020,21,2357,2-5-2020,2020-02-04 23:59:59.999999997,0-15days
180,200705742,2020.0,1930810367.0,2020-04-23 00:00:00.000000000,8115.04,65,23,4,2020,8,5,2020,23,4,2020,21,818,8-5-2020,2020-08-04 23:59:59.999999996,0-15days
181,200777735,2020.0,1930670844.0,2020-03-18 00:00:00.000000000,152067.79,65,18,3,2020,2,4,2020,18,3,2020,21,1934,2-4-2020,2020-02-03 23:59:59.999999999,0-15days
182,200020431,2020.0,1930617742.0,2020-03-07 00:00:00.000000000,3117.84,65,7,3,2020,24,3,2020,1,3,2020,38,704,24-3-2020,2020-03-23 23:59:59.999999993,0-15days
183,200769623,2020.0,1930748572.0,2020-04-06 00:00:00.000000000,1898.2,65,6,4,2020,21,4,2020,6,4,2020,34,2979,21-4-2020,2020-04-20 23:59:59.999999998,0-15days
184,200759878,2020.0,1930655535.0,2020-03-16 00:00:00.000000000,17060.17,65,16,3,2020,31,3,2020,16,3,2020,34,2365,31-3-2020,2020-03-30 23:59:59.999999998,0-15days
185,100004536,2020.0,1930765834.0,2020-04-14 00:00:00.000000000,3745.49,65,14,4,2020,29,4,2020,14,4,2020,21,237,29-4-2020,2020-04-28 23:59:59.999999999,0-15days
186,200769623,2020.0,1930882579.0,2020-05-11 00:00:00.000000000,9163.34,65,11,5,2020,26,5,2020,11,5,2020,34,2980,26-5-2020,2020-05-25 23:59:59.999999998,0-15days
187,140104409,2020.0,2960624271.0,2020-03-26 00:00:00.000000000,166894.25199999998,65,26,3,2020,7,4,2020,28,3,2020,5,1653,7-4-2020,2020-07-04 00:00:00.000000000,0-15days
188,200744019,2020.0,1930652649.0,2020-03-16 00:00:00.000000000,1183.45,65,16,3,2020,31,3,2020,16,3,2020,21,2776,31-3-2020,2020-03-31 00:00:00.000000020,16-30days
189,200769623,2020.0,1930803693.0,2020-04-23 00:00:00.000000000,53859.97,65,23,4,2020,8,5,2020,23,4,2020,34,2984,8-5-2020,2020-08-04 23:59:59.999999998,0-15days
190,140104423,2020.0,2960624752.0,2020-04-01 00:00:00.000000000,32025.363999999994,65,1,4,2020,11,4,2020,1,4,2020,5,1858,11-4-2020,2020-11-04 00:00:00.000000003,0-15days
191,200707822,2020.0,1930801025.0,2020-04-18 00:00:00.000000000,61394.52,65,18,4,2020,3,5,2020,18,4,2020,21,2195,3-5-2020,2020-03-04 23:59:59.999999999,0-15days
192,200782669,2020.0,1930617473.0,2020-03-09 00:00:00.000000000,23298.58,65,9,3,2020,24,3,2020,9,3,2020,21,2686,24-3-2020,2020-03-24 00:00:00.000000005,0-15days
193,200705742,2020.0,1930660872.0,2020-03-17 00:00:00.000000000,4041.99,65,17,3,2020,20,4,2020,17,3,2020,22,814,20-4-2020,2020-04-19 23:59:59.999999995,0-15days
194,200769623,2020.0,1930676006.0,2020-03-21 00:00:00.000000000,14666.28,65,21,3,2020,5,4,2020,21,3,2020,34,2979,5-4-2020,2020-05-03 23:59:59.999999998,0-15days
195,200780383,2020.0,1930860645.0,2020-05-06 00:00:00.000000000,108570.13,65,6,5,2020,21,5,2020,6,5,2020,21,1838,21-5-2020,2020-05-21 00:00:00.000000003,0-15days
196,100031704,2020.0,1930796146.0,2020-04-17 00:00:00.000000000,16196.66,65,17,4,2020,21,6,2020,17,4,2020,33,730,21-6-2020,2020-06-21 00:00:00.000000000,0-15days
197,200561861,2020.0,1930774237.0,2020-04-10 00:00:00.000000000,23448.25,65,10,4,2020,25,4,2020,10,4,2020,21,532,25-4-2020,2020-04-25 00:00:00.000000001,0-15days
198,200761734,2020.0,1930701257.0,2020-03-26 00:00:00.000000000,83095.78,65,26,3,2020,10,4,2020,26,3,2020,21,1184,10-4-2020,2020-10-03 23:59:59.999999999,0-15days
199,200769623,2020.0,1930724889.0,2020-04-01 00:00:00.000000000,5801.67,65,1,4,2020,16,4,2020,1,4,2020,34,2978,16-4-2020,2020-04-15 23:59:59.999999998,0-15days
200,200769623,2020.0,1930677295.0,2020-03-22 00:00:00.000000000,11515.66,65,22,3,2020,6,4,2020,22,3,2020,34,2986,6-4-2020,2020-06-03 23:59:59.999999998,0-15days
201,200900909,2020.0,1930623159.0,2020-03-09 00:00:00.000000000,42647.01,65,9,3,2020,24,3,2020,9,3,2020,21,2748,24-3-2020,2020-03-24 00:00:00.000000006,0-15days
202,200726979,2020.0,1930665005.0,2020-03-18 00:00:00.000000000,810.96,65,18,3,2020,2,4,2020,18,3,2020,21,313,2-4-2020,2020-02-04 00:00:00.000000003,0-15days
203,200769623,2020.0,1930719358.0,2020-03-30 00:00:00.000000000,24504.26,65,30,3,2020,14,4,2020,30,3,2020,34,2984,14-4-2020,2020-04-13 23:59:59.999999998,0-15days
204,200353024,2020.0,1930875691.0,2020-05-08 00:00:00.000000000,889.08,65,8,5,2020,24,5,2020,1,5,2020,38,709,24-5-2020,2020-05-23 23:59:59.999999993,0-15days
205,200762950,2020.0,1930671888.0,2020-03-21 00:00:00.000000000,173239.52,65,21,3,2020,5,4,2020,21,3,2020,21,1219,5-4-2020,2020-05-04 00:00:00.000000000,0-15days
206,200561861,2020.0,1930764482.0,2020-04-15 00:00:00.000000000,30316.62,65,15,4,2020,30,4,2020,15,4,2020,21,535,30-4-2020,2020-04-30 00:00:00.000000004,0-15days
207,200744019,2020.0,1930647824.0,2020-03-13 00:00:00.000000000,17408.37,65,13,3,2020,28,3,2020,13,3,2020,21,2780,28-3-2020,2020-03-28 00:00:00.000000019,16-30days
208,200418007,2020.0,1930630519.0,2020-03-13 00:00:00.000000000,840.67,65,13,3,2020,28,3,2020,13,3,2020,21,94,28-3-2020,2020-03-28 00:00:00.000000000,0-15days
209,200762301,2020.0,1930805217.0,2020-04-22 00:00:00.000000000,56261.98,65,22,4,2020,7,5,2020,22,4,2020,26,434,7-5-2020,2020-07-05 00:00:00.000000000,0-15days
210,200772670,2020.0,1930723923.0,2020-03-31 00:00:00.000000000,1655.46,65,31,3,2020,15,4,2020,31,3,2020,47,180,15-4-2020,2020-04-15 00:00:00.000000001,0-15days
211,200769623,2020.0,1930683228.0,2020-03-21 00:00:00.000000000,41629.12,65,21,3,2020,5,4,2020,21,3,2020,34,2985,5-4-2020,2020-05-03 23:59:59.999999998,0-15days
212,200744019,2020.0,1930730322.0,2020-04-01 00:00:00.000000000,54651.53,65,1,4,2020,16,4,2020,1,4,2020,21,2778,16-4-2020,2020-04-16 00:00:00.000000018,16-30days
213,100047382,2020.0,1930637647.0,2020-03-13 00:00:00.000000000,17733.56,65,13,3,2020,28,3,2020,13,3,2020,21,2906,28-3-2020,2020-03-28 00:00:00.000000003,0-15days
214,2002,2020.0,1930637979.0,2020-03-13 00:00:00.000000000,10648.32,65,13,3,2020,17,4,2020,13,3,2020,32,1543,17-4-2020,2020-04-17 00:00:00.000000004,0-15days
215,200706844,2020.0,1930842076.0,2020-04-30 00:00:00.000000000,38169.79,65,30,4,2020,15,5,2020,30,4,2020,21,3045,15-5-2020,2020-05-15 00:00:00.000000003,0-15days
216,200762301,2020.0,1930747271.0,2020-04-04 00:00:00.000000000,3939.0,65,4,4,2020,19,4,2020,4,4,2020,26,425,19-4-2020,2020-04-19 00:00:00.000000001,0-15days
217,102,2020.0,1930662684.0,2020-03-18 00:00:00.000000000,29972.7,65,18,3,2020,22,4,2020,18,3,2020,32,1515,22-4-2020,2020-04-22 00:00:00.000000008,0-15days
218,200769623,2020.0,1930751769.0,2020-04-06 00:00:00.000000000,56076.31,65,6,4,2020,21,4,2020,6,4,2020,34,2982,21-4-2020,2020-04-20 23:59:59.999999998,0-15days
219,200980828,2020.0,1930838209.0,2020-04-29 00:00:00.000000000,17770.01,65,29,4,2020,19,5,2020,29,4,2020,28,280,19-5-2020,2020-05-19 00:00:00.000000001,0-15days
220,200744019,2020.0,1930751781.0,2020-04-06 00:00:00.000000000,58607.34,65,6,4,2020,21,4,2020,6,4,2020,21,2774,21-4-2020,2020-04-21 00:00:00.000000010,0-15days
221,200769623,2020.0,1930688185.0,2020-03-24 00:00:00.000000000,16674.74,65,24,3,2020,8,4,2020,24,3,2020,34,2979,8-4-2020,2020-08-03 23:59:59.999999998,0-15days
222,200769623,2020.0,1930843169.0,2020-05-01 00:00:00.000000000,32553.0,65,1,5,2020,16,5,2020,1,5,2020,34,2978,16-5-2020,2020-05-15 23:59:59.999999998,0-15days
223,140106408,2020.0,2960624581.0,2020-04-07 00:00:00.000000000,58841.804,65,7,4,2020,18,4,2020,8,4,2020,5,2975,18-4-2020,2020-04-18 00:00:00.000000009,0-15days
224,200769623,2020.0,1930885491.0,2020-05-12 00:00:00.000000000,52621.77,65,12,5,2020,27,5,2020,12,5,2020,34,2979,27-5-2020,2020-05-26 23:59:59.999999998,0-15days
225,200936373,2020.0,1930809945.0,2020-04-23 00:00:00.000000000,88919.61,65,23,4,2020,8,5,2020,23,4,2020,21,2640,8-5-2020,2020-08-05 00:00:00.000000005,0-15days
226,140104285,2020.0,2960624684.0,2020-03-29 00:00:00.000000000,72782.84999999999,65,29,3,2020,17,4,2020,7,4,2020,5,388,17-4-2020,2020-04-17 00:00:00.000000002,0-15days
227,200152991,2020.0,1930841854.0,2020-04-30 00:00:00.000000000,1677.91,65,30,4,2020,15,5,2020,30,4,2020,21,1400,15-5-2020,2020-05-15 00:00:00.000000002,0-15days
228,200769623,2020.0,1930819119.0,2020-04-23 00:00:00.000000000,41628.67,65,23,4,2020,8,5,2020,23,4,2020,34,2984,8-5-2020,2020-08-04 23:59:59.999999998,0-15days
229,200762301,2020.0,1930745999.0,2020-04-03 00:00:00.000000000,6832.47,65,3,4,2020,18,4,2020,3,4,2020,26,427,18-4-2020,2020-04-18 00:00:00.000000001,0-15days
230,200148860,2020.0,1930637644.0,2020-03-11 00:00:00.000000000,16764.17,65,11,3,2020,26,3,2020,11,3,2020,21,787,26-3-2020,2020-03-26 00:00:00.000000000,0-15days
231,2013,2020.0,1930681744.0,2020-03-22 00:00:00.000000000,15259.08,65,22,3,2020,22,3,2020,22,3,2020,64,1526,22-3-2020,2020-03-22 00:00:00.000000039,31-45days
232,200752302,2020.0,1930733766.0,2020-04-02 00:00:00.000000000,120098.69,65,2,4,2020,17,4,2020,2,4,2020,21,1577,17-4-2020,2020-04-17 00:00:00.000000000,0-15days
233,200797984,2020.0,1930585699.0,2020-03-03 00:00:00.000000000,89737.26,65,3,3,2020,18,3,2020,3,3,2020,21,2107,18-3-2020,2020-03-18 00:00:00.000000001,0-15days
234,200744019,2020.0,1930800326.0,2020-04-21 00:00:00.000000000,16874.59,65,21,4,2020,6,5,2020,21,4,2020,21,2776,6-5-2020,2020-06-05 00:00:00.000000019,16-30days
235,200726979,2020.0,1930783750.0,2020-04-15 00:00:00.000000000,86.77,65,15,4,2020,30,4,2020,15,4,2020,21,311,30-4-2020,2020-04-30 00:00:00.000000005,0-15days
236,100031704,2020.0,1930744311.0,2020-04-05 00:00:00.000000000,20757.8,65,5,4,2020,20,4,2020,5,4,2020,21,724,20-4-2020,2020-04-20 00:00:00.000000006,0-15days
237,200743123,2020.0,1930639867.0,2020-03-12 00:00:00.000000000,145240.7,65,12,3,2020,27,3,2020,12,3,2020,21,1578,27-3-2020,2020-03-27 00:00:00.000000001,0-15days
238,200729290,2020.0,1930763883.0,2020-04-04 00:00:00.000000000,42613.0,65,4,4,2020,19,4,2020,4,4,2020,21,1584,19-4-2020,2020-04-19 00:00:00.000000000,0-15days
239,200762301,2020.0,1930718141.0,2020-03-30 00:00:00.000000000,9987.73,65,30,3,2020,14,4,2020,30,3,2020,26,433,14-4-2020,2020-04-14 00:00:00.000000000,0-15days
240,200769623,2020.0,1930706309.0,2020-03-26 00:00:00.000000000,10921.35,65,26,3,2020,10,4,2020,26,3,2020,34,2983,10-4-2020,2020-10-03 23:59:59.999999998,0-15days
241,200769623,2020.0,1930883498.0,2020-05-10 00:00:00.000000000,60886.44,65,10,5,2020,25,5,2020,10,5,2020,34,2978,25-5-2020,2020-05-24 23:59:59.999999998,0-15days
242,200762301,2020.0,1930674261.0,2020-03-20 00:00:00.000000000,546.63,65,20,3,2020,4,4,2020,20,3,2020,26,430,4-4-2020,2020-04-04 00:00:00.000000001,0-15days
243,200705742,2020.0,1930612079.0,2020-03-06 00:00:00.000000000,37970.55,65,6,3,2020,7,4,2020,6,3,2020,14,820,7-4-2020,2020-07-03 23:59:59.999999997,0-15days
244,200353024,2020.0,1930607001.0,2020-03-05 00:00:00.000000000,853.29,65,5,3,2020,24,3,2020,1,3,2020,38,709,24-3-2020,2020-03-23 23:59:59.999999993,0-15days
245,200744019,2020.0,1930843065.0,2020-04-30 00:00:00.000000000,43184.27,65,30,4,2020,15,5,2020,30,4,2020,21,2784,15-5-2020,2020-05-15 00:00:00.000000019,16-30days
246,200769623,2020.0,1930582850.0,2020-03-01 00:00:00.000000000,32011.03,65,1,3,2020,16,3,2020,1,3,2020,34,2977,16-3-2020,2020-03-15 23:59:59.999999999,0-15days
247,200705742,2020.0,1930821659.0,2020-04-23 00:00:00.000000000,303.62,65,23,4,2020,8,5,2020,23,4,2020,21,816,8-5-2020,2020-08-04 23:59:59.999999996,0-15days
248,200466603,2020.0,1930804830.0,2020-04-21 00:00:00.000000000,42993.7,65,21,4,2020,6,5,2020,21,4,2020,21,2519,6-5-2020,2020-06-05 00:00:00.000000000,0-15days
249,200704045,2020.0,1930592854.0,2020-03-03 00:00:00.000000000,16817.42,65,3,3,2020,18,3,2020,3,3,2020,21,2227,18-3-2020,2020-03-18 00:00:00.000000003,0-15days
250,200726979,2020.0,1930659942.0,2020-03-17 00:00:00.000000000,66.37,65,17,3,2020,1,4,2020,17,3,2020,21,312,1-4-2020,2020-01-04 00:00:00.000000002,0-15days
251,200769623,2020.0,1930853383.0,2020-05-03 00:00:00.000000000,471.56,65,3,5,2020,18,5,2020,3,5,2020,34,2979,18-5-2020,2020-05-17 23:59:59.999999998,0-15days
252,140104409,2020.0,2960620205.0,2020-03-10 00:00:00.000000000,3908.0789999999997,65,10,3,2020,27,3,2020,17,3,2020,5,1652,27-3-2020,2020-03-27 00:00:00.000000000,0-15days
253,140104409,2020.0,2960622232.0,2020-03-23 00:00:00.000000000,107686.299,65,23,3,2020,2,4,2020,23,3,2020,5,1653,2-4-2020,2020-02-04 00:00:00.000000000,0-15days
254,200541916,2020.0,1930886411.0,2020-05-15 00:00:00.000000000,34301.32,65,15,5,2020,30,5,2020,15,5,2020,21,2906,30-5-2020,2020-05-30 00:00:00.000000004,0-15days
255,200230690,2020.0,1930585735.0,2020-03-02 00:00:00.000000000,3018.22,65,2,3,2020,24,3,2020,1,3,2020,38,712,24-3-2020,2020-03-23 23:59:59.999999993,0-15days
256,200744019,2020.0,1930739949.0,2020-04-04 00:00:00.000000000,11082.87,65,4,4,2020,19,4,2020,4,4,2020,21,2781,19-4-2020,2020-04-19 00:00:00.000000018,16-30days
257,200762301,2020.0,1930637501.0,2020-03-11 00:00:00.000000000,69231.13,65,11,3,2020,26,3,2020,11,3,2020,26,431,26-3-2020,2020-03-26 00:00:00.000000000,0-15days
258,200769623,2020.0,1930752538.0,2020-04-06 00:00:00.000000000,41038.99,65,6,4,2020,21,4,2020,6,4,2020,34,2982,21-4-2020,2020-04-20 23:59:59.999999998,0-15days
259,200759878,2020.0,1930643630.0,2020-03-13 00:00:00.000000000,8510.4,65,13,3,2020,17,5,2020,13,3,2020,33,2363,17-5-2020,2020-05-16 23:59:59.999999995,0-15days
260,200705089,2020.0,1930655043.0,2020-03-17 00:00:00.000000000,21345.17,65,17,3,2020,1,4,2020,17,3,2020,21,1418,1-4-2020,2020-01-04 00:00:00.000000001,0-15days
261,200418007,2020.0,1930854463.0,2020-05-04 00:00:00.000000000,7137.3,65,4,5,2020,19,5,2020,4,5,2020,21,97,19-5-2020,2020-05-19 00:00:00.000000001,0-15days
262,200723794,2020.0,1930594645.0,2020-03-04 00:00:00.000000000,47755.62,65,4,3,2020,19,3,2020,4,3,2020,21,1879,19-3-2020,2020-03-18 23:59:59.999999999,0-15days
263,200782669,2020.0,1930767662.0,2020-04-14 00:00:00.000000000,11770.15,65,14,4,2020,4,5,2020,14,4,2020,28,2688,4-5-2020,2020-04-05 00:00:00.000000005,0-15days
264,200772595,2020.0,1930733023.0,2020-04-02 00:00:00.000000000,32390.73,65,2,4,2020,17,4,2020,2,4,2020,21,2370,17-4-2020,2020-04-17 00:00:00.000000000,0-15days
265,200769623,2020.0,1930828807.0,2020-04-26 00:00:00.000000000,471.56,65,26,4,2020,11,5,2020,26,4,2020,34,2981,11-5-2020,2020-11-04 23:59:59.999999998,0-15days
266,200718130,2020.0,1930706380.0,2020-03-26 00:00:00.000000000,8077.18,65,26,3,2020,10,4,2020,26,3,2020,21,2714,10-4-2020,2020-10-04 00:00:00.000000006,0-15days
267,200794332,2020.0,1930800572.0,2020-04-20 00:00:00.000000000,32391.9,65,20,4,2020,5,5,2020,20,4,2020,23,610,5-5-2020,2020-05-05 00:00:00.000000000,0-15days
268,140104440,2020.0,2960631309.0,2020-04-26 00:00:00.000000000,82096.62999999999,65,26,4,2020,7,5,2020,27,4,2020,5,2544,7-5-2020,2020-07-05 00:00:00.000000004,0-15days
269,200769623,2020.0,1930798934.0,2020-04-19 00:00:00.000000000,17881.44,65,19,4,2020,4,5,2020,19,4,2020,34,2976,4-5-2020,2020-04-04 23:59:59.999999998,0-15days
270,200759878,2020.0,1930671419.0,2020-03-21 00:00:00.000000000,4061.53,65,21,3,2020,5,4,2020,21,3,2020,34,2359,5-4-2020,2020-05-03 23:59:59.999999996,0-15days
271,200769623,2020.0,1930799626.0,2020-04-20 00:00:00.000000000,25140.36,65,20,4,2020,5,5,2020,20,4,2020,34,2983,5-5-2020,2020-05-04 23:59:59.999999998,0-15days
272,200779906,2020.0,1930641039.0,2020-03-13 00:00:00.000000000,21572.65,65,13,3,2020,28,3,2020,13,3,2020,21,343,28-3-2020,2020-03-28 00:00:00.000000002,0-15days
273,200769623,2020.0,1930794281.0,2020-04-17 00:00:00.000000000,68350.38,65,17,4,2020,2,5,2020,17,4,2020,34,2982,2-5-2020,2020-02-04 23:59:59.999999998,0-15days
274,140104440,2020.0,2960629673.0,2020-04-21 00:00:00.000000000,103372.66799999999,65,21,4,2020,4,5,2020,24,4,2020,5,2538,4-5-2020,2020-04-05 00:00:00.000000004,0-15days
275,200726979,2020.0,1930802645.0,2020-04-20 00:00:00.000000000,112816.17,65,20,4,2020,5,5,2020,20,4,2020,21,315,5-5-2020,2020-05-05 00:00:00.000000002,0-15days
276,200799367,2020.0,1930594895.0,2020-03-03 00:00:00.000000000,83383.24,65,3,3,2020,18,3,2020,3,3,2020,21,1801,18-3-2020,2020-03-18 00:00:00.000000002,0-15days
277,200769623,2020.0,1930717896.0,2020-03-29 00:00:00.000000000,28286.29,65,29,3,2020,13,4,2020,29,3,2020,34,2983,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
